;L, μμ;vt41,naco3+tib2,200,2000.csv;Result;fail;Predict
314;1136,6666666666667;21,02;20,30876972551965;0,5058485033373941;21,07133548561458
315;1140,0;21,22;20,31153365534846;0,8253110993645306;21,07359509721571
316;1143,3333333333333;21,11;20,314297585177272;0,6331423329547201;21,07585470881684
317;1146,6666666666667;21,21;20,317061515006085;0,7973391379832302;21,078114320417974
318;1150,0;21,03;20,319825444834894;0,5043478988039577;21,080373932019103
319;1153,3333333333333;21,44;20,322589374663707;1,2486065056144484;21,082633543620236
320;1156,6666666666667;21,1;20,325353304492516;0,6000775028606663;21,08489315522137
321;1160,0;21,12;20,32811723432133;0,6270783145789022;21,0871527668225
322;1163,3333333333333;20,99;20,330881164150142;0,43443763977206984;21,08941237842363
323;1166,6666666666667;21,39;20,33364509397895;1,1158856874747394;21,091671990024764
324;1170,0;21,3;20,336409023807764;0,928507569399107;21,093931601625894
325;1173,3333333333333;21,45;20,339172953636574;1,233936726932492;21,096191213227026
326;1176,6666666666667;21,4;20,341936883465387;1,1194975585709357;21,09845082482816
327;1180,0;21,41;20,344700813294196;1,1348623571960477;21,10071043642929
328;1183,3333333333333;21,16;20,34746474312301;0,6602135436681581;21,10297004803042
329;1186,6666666666667;20,95;20,350228672951822;0,3597256447491319;21,105229659631554
330;1190,0;21,19;20,35299260278063;0,7005813829999444;21,107489271232684
331;1193,3333333333333;21,26;20,355756532609444;0,8176562483184983;21,109748882833816
332;1196,6666666666667;21,23;20,358520462438257;0,7594765843888303;21,112008494434946
333;1200,0;21,33;20,361284392267066;0,9384099286653838;21,11426810603608
334;1203,3333333333333;21,74;20,36404832209588;1,893243019927161;21,11652771763721
335;1206,6666666666667;21,45;20,36681225192469;1,1732956975804627;21,11878732923834
336;1210,0;21,53;20,3695761817535;1,3465834379537853;21,121046940839474
337;1213,3333333333333;21,66;20,37234011158231;1,6580679882398561;21,123306552440607
338;1216,6666666666667;21,88;20,375104041411124;2,26471184617713;21,125566164041736
339;1220,0;21,83;20,377867971239937;2,1086874289508124;21,12782577564287
340;1223,3333333333333;22,2;20,380631901068746;3,3101002794087226;21,130085387244
341;1226,6666666666667;22,16;20,38339583089756;3,1563223736721757;21,13234499884513
342;1230,0;22,03;20,38615976072637;2,7022107322551947;21,134604610446264
343;1233,3333333333333;21,82;20,38892369055518;2,0479794034542036;21,136864222047397
344;1236,6666666666667;21,84;20,391687620383994;2,097608748948977;21,139123833648526
345;1240,0;21,64;20,394451550212803;1,55139094076729;21,14138344524966
346;1243,3333333333333;21,66;20,397215480041616;1,5946247438465257;21,14364305685079
347;1246,6666666666667;22,13;20,399979409870426;2,992971242272277;21,14590266845192
